date,description,amount,type,category,source,month,year
2024-05-06,Trader Joe’s,-71.09,Debit,Groceries,fake_checking_account,2024-05,2024
2024-05-06,COSTCO GAS #0422,-68.61,Debit,Vehicle Services,fake_creditcard2,2024-05,2024
2024-05-08,CONCERT VENUE,-158.85,Sale,Entertainment,fake_creditcard_1,2024-05,2024
2024-05-08,Comcast Internet Service,-68.74,Debit,Utilities,fake_checking_account,2024-05,2024
2024-05-09,Citibank Card Payment,-107.99,Debit,Credit Card Payment,fake_checking_account,2024-05,2024
2024-05-10,ACH Credit ACME CORP – PAYROLL,3239.82,Credit,Payroll,fake_checking_account,2024-05,2024
2024-05-12,ACH Debit Netflix Subscription,-15.99,Debit,Entertainment,fake_checking_account,2024-05,2024
2024-05-13,Amazon Marketplace,-104.04,Debit,Shopping,fake_checking_account,2024-05,2024
2024-05-13,AT&T Wireless Payment,-104.2,Debit,Utilities,fake_checking_account,2024-05,2024
2024-05-15,CHIPOTLE,-18.87,Sale,Food & Drink,fake_creditcard_1,2024-05,2024
2024-05-15,NIKE.COM,-117.28,Sale,Shopping,fake_creditcard_1,2024-05,2024
2024-05-17,ACH Debit Spotify,-10.99,Debit,Entertainment,fake_checking_account,2024-05,2024
2024-05-19,Apple iCloud Storage,-2.99,Debit,Utilities,fake_checking_account,2024-05,2024
2024-05-20,WALGREENS,-42.5,Sale,Health,fake_creditcard_1,2024-05,2024
2024-05-20,SPOTIFY,-10.99,Sale,Subscriptions,fake_creditcard_1,2024-05,2024
2024-05-20,ATT*BILL PAYMENT 800-288-2020 TX,-108.68,Debit,Services,fake_creditcard2,2024-05,2024
2024-05-21,Chase Sapphire Payment,-812.72,Debit,Credit Card Payment,fake_checking_account,2024-05,2024
2024-05-23,Electric Company Bill,-128.19,Debit,Utilities,fake_checking_account,2024-05,2024
2024-05-24,SQ *THE BOUNCE PLACE,-21.68,Sale,Entertainment,fake_creditcard_1,2024-05,2024
2024-05-24,Citibank Card Payment,-68.61,Debit,Credit Card Payment,fake_checking_account,2024-05,2024
2024-05-24,ACH Credit ACME CORP – PAYROLL,3531.1,Credit,Payroll,fake_checking_account,2024-05,2024
2024-05-26,SQ *THE BOUNCE PLACE,-29.91,Sale,Entertainment,fake_creditcard_1,2024-05,2024
2024-05-27,CITY PARKING METER,-10.44,Debit,Transportation,fake_creditcard2,2024-05,2024
2024-05-28,DOORDASH,-45.98,Sale,Food & Drink,fake_creditcard_1,2024-05,2024
2024-05-30,LULULEMON,-92.34,Sale,Shopping,fake_creditcard_1,2024-05,2024
2024-05-30,WALGREENS,-22.67,Sale,Health,fake_creditcard_1,2024-05,2024
2024-05-31,UNITED AIRLINES,-356.38,Sale,Travel,fake_creditcard_1,2024-05,2024
2024-06-01,Rent Payment – Property Mgmt,-2265.88,Debit,Housing,fake_checking_account,2024-06,2024
2024-06-04,MUSEUM,-34.25,Sale,Entertainment,fake_creditcard_1,2024-06,2024
2024-06-05,BALSMIQ,-19.13,Sale,Shopping,fake_creditcard_1,2024-06,2024
2024-06-05,GOOGLE *YOUTUBE,-19.27,Sale,Subscriptions,fake_creditcard_1,2024-06,2024
2024-06-05,REI,-149.67,Sale,Shopping,fake_creditcard_1,2024-06,2024
2024-06-05,Amazon Marketplace,-93.83,Debit,Shopping,fake_checking_account,2024-06,2024
2024-06-06,NIKE.COM,-58.0,Sale,Shopping,fake_creditcard_1,2024-06,2024
2024-06-06,TICKETMASTER,-126.45,Sale,Entertainment,fake_creditcard_1,2024-06,2024
2024-06-06,Citibank Card Payment,-68.62,Debit,Credit Card Payment,fake_checking_account,2024-06,2024
2024-06-07,ACH Credit ACME CORP – PAYROLL,3158.83,Credit,Payroll,fake_checking_account,2024-06,2024
2024-06-08,Comcast Internet Service,-78.74,Debit,Utilities,fake_checking_account,2024-06,2024
2024-06-08,Citibank Card Payment,-50.5,Debit,Credit Card Payment,fake_checking_account,2024-06,2024
2024-06-10,COSTCO GAS #0422,-65.62,Debit,Vehicle Services,fake_creditcard2,2024-06,2024
2024-06-10,GOOGLE *YOUTUBE,-14.59,Sale,Subscriptions,fake_creditcard_1,2024-06,2024
2024-06-12,ACH Debit Netflix Subscription,-15.99,Debit,Entertainment,fake_checking_account,2024-06,2024
2024-06-13,AT&T Wireless Payment,-100.19,Debit,Utilities,fake_checking_account,2024-06,2024
2024-06-17,CITY PARKING METER,-9.05,Debit,Transportation,fake_creditcard2,2024-06,2024
2024-06-17,ACH Debit Spotify,-10.99,Debit,Entertainment,fake_checking_account,2024-06,2024
2024-06-18,TICKETMASTER RETURN,128.18,Refund,Entertainment,fake_creditcard_1,2024-06,2024
2024-06-18,SWEETGREEN,-20.63,Sale,Food & Drink,fake_creditcard_1,2024-06,2024
2024-06-19,Apple iCloud Storage,-2.99,Debit,Utilities,fake_checking_account,2024-06,2024
2024-06-21,ACH Credit ACME CORP – PAYROLL,3494.13,Credit,Payroll,fake_checking_account,2024-06,2024
2024-06-21,Chase Sapphire Payment,-1353.6,Debit,Credit Card Payment,fake_checking_account,2024-06,2024
2024-06-23,Citibank Card Payment,-65.62,Debit,Credit Card Payment,fake_checking_account,2024-06,2024
2024-06-23,APPLE.COM/BILL,-7.42,Sale,Subscriptions,fake_creditcard_1,2024-06,2024
2024-06-23,Electric Company Bill,-143.99,Debit,Utilities,fake_checking_account,2024-06,2024
2024-06-24,COSTCO GAS #0422,-51.06,Debit,Vehicle Services,fake_creditcard2,2024-06,2024
2024-07-01,Amazon Marketplace,-108.66,Debit,Shopping,fake_checking_account,2024-07,2024
2024-07-01,COSTCO GAS #0422,-63.55,Debit,Vehicle Services,fake_creditcard2,2024-07,2024
2024-07-01,Rent Payment – Property Mgmt,-2284.31,Debit,Housing,fake_checking_account,2024-07,2024
2024-07-02,WHOLE FOODS MARKET #542,-94.55,Sale,Groceries,fake_creditcard_1,2024-07,2024
2024-07-05,Citibank Card Payment,-26.75,Debit,Credit Card Payment,fake_checking_account,2024-07,2024
2024-07-05,SWEETGREEN,-13.27,Sale,Food & Drink,fake_creditcard_1,2024-07,2024
2024-07-05,ACH Credit ACME CORP – PAYROLL,3382.73,Credit,Payroll,fake_checking_account,2024-07,2024
2024-07-06,Citibank Card Payment,-33.36,Debit,Credit Card Payment,fake_checking_account,2024-07,2024
2024-07-08,Comcast Internet Service,-72.2,Debit,Utilities,fake_checking_account,2024-07,2024
2024-07-08,ATT*BILL PAYMENT 800-288-2020 TX,-108.78,Debit,Services,fake_creditcard2,2024-07,2024
2024-07-11,APPLE.COM/BILL,-10.92,Sale,Subscriptions,fake_creditcard_1,2024-07,2024
2024-07-12,ACH Debit Netflix Subscription,-15.99,Debit,Entertainment,fake_checking_account,2024-07,2024
2024-07-13,Amazon Marketplace,-84.13,Debit,Shopping,fake_checking_account,2024-07,2024
2024-07-13,AT&T Wireless Payment,-96.34,Debit,Utilities,fake_checking_account,2024-07,2024
2024-07-14,GIFTS & DONATIONS,-65.72,Sale,Gifts & Donations,fake_creditcard_1,2024-07,2024
2024-07-15,MUSEUM,-39.33,Sale,Entertainment,fake_creditcard_1,2024-07,2024
2024-07-15,CITY PARKING METER,-17.55,Debit,Transportation,fake_creditcard2,2024-07,2024
2024-07-17,STARBUCKS,-9.28,Sale,Food & Drink,fake_creditcard_1,2024-07,2024
2024-07-17,ACH Debit Spotify,-10.99,Debit,Entertainment,fake_checking_account,2024-07,2024
2024-07-19,Apple iCloud Storage,-2.99,Debit,Utilities,fake_checking_account,2024-07,2024
2024-07-19,SPOTIFY,-10.99,Sale,Subscriptions,fake_creditcard_1,2024-07,2024
2024-07-19,CVS/PHARMACY,-32.33,Sale,Health,fake_creditcard_1,2024-07,2024
2024-07-19,ACH Credit ACME CORP – PAYROLL,3343.66,Credit,Payroll,fake_checking_account,2024-07,2024
2024-07-20,Citibank Card Payment,-189.88,Debit,Credit Card Payment,fake_checking_account,2024-07,2024
2024-07-21,WALGREENS,-30.79,Sale,Health,fake_creditcard_1,2024-07,2024
2024-07-21,INSTACART,-122.42,Sale,Groceries,fake_creditcard_1,2024-07,2024
2024-07-21,Chase Sapphire Payment,-321.23,Debit,Credit Card Payment,fake_checking_account,2024-07,2024
2024-07-22,CITY PARKING METER,-18.0,Debit,Transportation,fake_creditcard2,2024-07,2024
2024-07-23,Electric Company Bill,-162.97,Debit,Utilities,fake_checking_account,2024-07,2024
2024-07-23,Target Store,-56.08,Debit,Shopping,fake_checking_account,2024-07,2024
2024-08-01,CVS/PHARMACY,-19.36,Sale,Health,fake_creditcard_1,2024-08,2024
2024-08-01,Rent Payment – Property Mgmt,-2275.46,Debit,Housing,fake_checking_account,2024-08,2024
2024-08-02,ACH Credit ACME CORP – PAYROLL,3370.55,Credit,Payroll,fake_checking_account,2024-08,2024
2024-08-04,LULULEMON,-111.91,Sale,Shopping,fake_creditcard_1,2024-08,2024
2024-08-04,LULULEMON,-50.35,Sale,Shopping,fake_creditcard_1,2024-08,2024
2024-08-05,COSTCO GAS #0422,-43.71,Debit,Vehicle Services,fake_creditcard2,2024-08,2024
2024-08-05,SPOTIFY,-10.99,Sale,Subscriptions,fake_creditcard_1,2024-08,2024
2024-08-06,LULULEMON RETURN,107.35,Refund,Shopping,fake_creditcard_1,2024-08,2024
2024-08-06,Citibank Card Payment,-18.0,Debit,Credit Card Payment,fake_checking_account,2024-08,2024
2024-08-08,Comcast Internet Service,-84.03,Debit,Utilities,fake_checking_account,2024-08,2024
2024-08-10,TRADER JOE'S #218,-56.5,Sale,Groceries,fake_creditcard_1,2024-08,2024
2024-08-12,COSTCO GAS #0422,-47.23,Debit,Vehicle Services,fake_creditcard2,2024-08,2024
2024-08-12,ACH Debit Netflix Subscription,-15.99,Debit,Entertainment,fake_checking_account,2024-08,2024
2024-08-13,AT&T Wireless Payment,-90.59,Debit,Utilities,fake_checking_account,2024-08,2024
2024-08-14,AMC THEATRES,-34.16,Sale,Entertainment,fake_creditcard_1,2024-08,2024
2024-08-15,MUSEUM,-22.79,Sale,Entertainment,fake_creditcard_1,2024-08,2024
2024-08-16,ACH Credit ACME CORP – PAYROLL,3440.75,Credit,Payroll,fake_checking_account,2024-08,2024
2024-08-17,ACH Debit Spotify,-10.99,Debit,Entertainment,fake_checking_account,2024-08,2024
2024-08-19,CVS/PHARMACY,-23.82,Sale,Health,fake_creditcard_1,2024-08,2024
2024-08-19,COSTCO GAS #0422,-31.5,Debit,Vehicle Services,fake_creditcard2,2024-08,2024
2024-08-19,Apple iCloud Storage,-2.99,Debit,Utilities,fake_checking_account,2024-08,2024
2024-08-21,TRADER JOE'S #858,-52.25,Sale,Groceries,fake_creditcard_1,2024-08,2024
2024-08-21,Chase Sapphire Payment,-429.6,Debit,Credit Card Payment,fake_checking_account,2024-08,2024
2024-08-22,BALSMIQ,-19.78,Sale,Shopping,fake_creditcard_1,2024-08,2024
2024-08-22,Citibank Card Payment,-90.94,Debit,Credit Card Payment,fake_checking_account,2024-08,2024
2024-08-23,Electric Company Bill,-196.75,Debit,Utilities,fake_checking_account,2024-08,2024
2024-08-25,BARNES & NOBLE,-37.19,Sale,Shopping,fake_creditcard_1,2024-08,2024
2024-08-26,COSTCO GAS #0422,-51.44,Debit,Vehicle Services,fake_creditcard2,2024-08,2024
2024-08-27,CONCERT VENUE,-152.7,Sale,Entertainment,fake_creditcard_1,2024-08,2024
2024-08-28,CHIPOTLE,-13.38,Sale,Food & Drink,fake_creditcard_1,2024-08,2024
2024-08-30,ACH Credit ACME CORP – PAYROLL,2972.58,Credit,Payroll,fake_checking_account,2024-08,2024
2024-08-30,CARD SERVICE FEE,-13.76,Fee,Fees,fake_creditcard_1,2024-08,2024
2024-09-01,Rent Payment – Property Mgmt,-2230.59,Debit,Housing,fake_checking_account,2024-09,2024
2024-09-02,COSTCO GAS #0422,-66.63,Debit,Vehicle Services,fake_creditcard2,2024-09,2024
2024-09-03,NETFLIX.COM,-15.99,Sale,Subscriptions,fake_creditcard_1,2024-09,2024
2024-09-04,AIRBNB,-269.82,Sale,Travel,fake_creditcard_1,2024-09,2024
2024-09-04,APPLE.COM/BILL,-14.74,Sale,Subscriptions,fake_creditcard_1,2024-09,2024
2024-09-06,CHIPOTLE,-15.51,Sale,Food & Drink,fake_creditcard_1,2024-09,2024
2024-09-06,AMC THEATRES,-32.38,Sale,Entertainment,fake_creditcard_1,2024-09,2024
2024-09-08,Comcast Internet Service,-78.98,Debit,Utilities,fake_checking_account,2024-09,2024
2024-09-09,CITY PARKING METER,-11.94,Debit,Transportation,fake_creditcard2,2024-09,2024
2024-09-10,Citibank Card Payment,-98.4,Debit,Credit Card Payment,fake_checking_account,2024-09,2024
2024-09-10,CHIPOTLE,-24.13,Sale,Food & Drink,fake_creditcard_1,2024-09,2024
2024-09-11,CONCERT VENUE,-128.03,Sale,Entertainment,fake_creditcard_1,2024-09,2024
2024-09-12,ACH Debit Netflix Subscription,-15.99,Debit,Entertainment,fake_checking_account,2024-09,2024
2024-09-13,AT&T Wireless Payment,-100.68,Debit,Utilities,fake_checking_account,2024-09,2024
2024-09-13,ACH Credit ACME CORP – PAYROLL,3347.62,Credit,Payroll,fake_checking_account,2024-09,2024
2024-09-13,MUSEUM,-38.71,Sale,Entertainment,fake_creditcard_1,2024-09,2024
2024-09-14,MUSEUM,-33.19,Sale,Entertainment,fake_creditcard_1,2024-09,2024
2024-09-15,HOTEL,-250.64,Sale,Travel,fake_creditcard_1,2024-09,2024
2024-09-16,WHOLE FOODS MARKET #487,-79.29,Sale,Groceries,fake_creditcard_1,2024-09,2024
2024-09-17,ACH Debit Spotify,-10.99,Debit,Entertainment,fake_checking_account,2024-09,2024
2024-09-18,BARNES & NOBLE,-56.42,Sale,Shopping,fake_creditcard_1,2024-09,2024
2024-09-19,Apple iCloud Storage,-2.99,Debit,Utilities,fake_checking_account,2024-09,2024
2024-09-19,DOORDASH RETURN,50.93,Refund,Food & Drink,fake_creditcard_1,2024-09,2024
2024-09-21,Chase Sapphire Payment,-511.59,Debit,Credit Card Payment,fake_checking_account,2024-09,2024
2024-09-21,CVS/PHARMACY,-18.41,Sale,Health,fake_creditcard_1,2024-09,2024
2024-09-23,Electric Company Bill,-141.22,Debit,Utilities,fake_checking_account,2024-09,2024
2024-09-23,Citibank Card Payment,-30.78,Debit,Credit Card Payment,fake_checking_account,2024-09,2024
2024-09-23,CITY PARKING METER,-5.46,Debit,Transportation,fake_creditcard2,2024-09,2024
2024-09-24,Citibank Card Payment,-57.03,Debit,Credit Card Payment,fake_checking_account,2024-09,2024
2024-09-25,BARNES & NOBLE,-37.53,Sale,Shopping,fake_creditcard_1,2024-09,2024
2024-09-26,SPOTIFY,-10.99,Sale,Subscriptions,fake_creditcard_1,2024-09,2024
2024-09-27,REI,-68.75,Sale,Shopping,fake_creditcard_1,2024-09,2024
2024-09-27,ACH Credit ACME CORP – PAYROLL,3450.2,Credit,Payroll,fake_checking_account,2024-09,2024
2024-09-27,UNITED AIRLINES,-368.39,Sale,Travel,fake_creditcard_1,2024-09,2024
2024-09-30,ATT*BILL PAYMENT 800-288-2020 TX,-99.29,Debit,Services,fake_creditcard2,2024-09,2024
2024-10-01,CHIPOTLE,-16.84,Sale,Food & Drink,fake_creditcard_1,2024-10,2024
2024-10-01,Rent Payment – Property Mgmt,-2355.06,Debit,Housing,fake_checking_account,2024-10,2024
