date,description,amount,type,category,source,month,year
2024-09-01,Rent Payment – Property Mgmt,-2230.59,Debit,Housing,fake_checking_account,2024-09,2024
2024-09-08,Comcast Internet Service,-78.98,Debit,Utilities,fake_checking_account,2024-09,2024
2024-09-10,Citibank Card Payment,-98.4,Debit,Credit Card Payment,fake_checking_account,2024-09,2024
2024-09-12,ACH Debit Netflix Subscription,-15.99,Debit,Entertainment,fake_checking_account,2024-09,2024
2024-09-13,ACH Credit ACME CORP – PAYROLL,3347.62,Credit,Payroll,fake_checking_account,2024-09,2024
2024-09-13,AT&T Wireless Payment,-100.68,Debit,Utilities,fake_checking_account,2024-09,2024
2024-09-17,ACH Debit Spotify,-10.99,Debit,Entertainment,fake_checking_account,2024-09,2024
2024-09-19,Apple iCloud Storage,-2.99,Debit,Utilities,fake_checking_account,2024-09,2024
2024-09-21,Chase Sapphire Payment,-511.59,Debit,Credit Card Payment,fake_checking_account,2024-09,2024
2024-09-23,Citibank Card Payment,-30.78,Debit,Credit Card Payment,fake_checking_account,2024-09,2024
2024-09-23,Electric Company Bill,-141.22,Debit,Utilities,fake_checking_account,2024-09,2024
2024-09-24,Citibank Card Payment,-57.03,Debit,Credit Card Payment,fake_checking_account,2024-09,2024
2024-09-27,ACH Credit ACME CORP – PAYROLL,3450.2,Credit,Payroll,fake_checking_account,2024-09,2024
2024-10-01,Rent Payment – Property Mgmt,-2355.06,Debit,Housing,fake_checking_account,2024-10,2024
2024-10-06,Citibank Card Payment,-93.47,Debit,Credit Card Payment,fake_checking_account,2024-10,2024
2024-10-07,Trader Joe’s,-53.07,Debit,Groceries,fake_checking_account,2024-10,2024
2024-10-08,Citibank Card Payment,-55.32,Debit,Credit Card Payment,fake_checking_account,2024-10,2024
2024-10-08,Comcast Internet Service,-83.86,Debit,Utilities,fake_checking_account,2024-10,2024
2024-10-09,Whole Foods Market,-61.88,Debit,Groceries,fake_checking_account,2024-10,2024
2024-10-11,ACH Credit ACME CORP – PAYROLL,3404.57,Credit,Payroll,fake_checking_account,2024-10,2024
2024-10-12,ACH Debit Netflix Subscription,-15.99,Debit,Entertainment,fake_checking_account,2024-10,2024
2024-10-13,AT&T Wireless Payment,-101.98,Debit,Utilities,fake_checking_account,2024-10,2024
2024-10-17,ACH Debit Spotify,-10.99,Debit,Entertainment,fake_checking_account,2024-10,2024
2024-10-19,Apple iCloud Storage,-2.99,Debit,Utilities,fake_checking_account,2024-10,2024
2024-10-21,Chase Sapphire Payment,-1411.99,Debit,Credit Card Payment,fake_checking_account,2024-10,2024
2024-10-22,Citibank Card Payment,-83.31,Debit,Credit Card Payment,fake_checking_account,2024-10,2024
2024-10-23,Electric Company Bill,-118.74,Debit,Utilities,fake_checking_account,2024-10,2024
2024-10-25,ACH Credit ACME CORP – PAYROLL,3166.99,Credit,Payroll,fake_checking_account,2024-10,2024
2024-11-01,Rent Payment – Property Mgmt,-2130.98,Debit,Housing,fake_checking_account,2024-11,2024
2024-11-08,ACH Credit ACME CORP – PAYROLL,3427.55,Credit,Payroll,fake_checking_account,2024-11,2024
2024-11-08,Comcast Internet Service,-82.0,Debit,Utilities,fake_checking_account,2024-11,2024
2024-11-09,Citibank Card Payment,-14.81,Debit,Credit Card Payment,fake_checking_account,2024-11,2024
2024-11-12,ACH Debit Netflix Subscription,-15.99,Debit,Entertainment,fake_checking_account,2024-11,2024
2024-11-13,AT&T Wireless Payment,-87.58,Debit,Utilities,fake_checking_account,2024-11,2024
2024-11-17,ACH Debit Spotify,-10.99,Debit,Entertainment,fake_checking_account,2024-11,2024
2024-11-19,Apple iCloud Storage,-2.99,Debit,Utilities,fake_checking_account,2024-11,2024
2024-11-21,Chase Sapphire Payment,-256.02,Debit,Credit Card Payment,fake_checking_account,2024-11,2024
2024-11-21,Citibank Card Payment,-113.21,Debit,Credit Card Payment,fake_checking_account,2024-11,2024
2024-11-22,ACH Credit ACME CORP – PAYROLL,3317.73,Credit,Payroll,fake_checking_account,2024-11,2024
2024-11-23,Electric Company Bill,-74.11,Debit,Utilities,fake_checking_account,2024-11,2024
2024-11-25,Amazon Marketplace,-59.61,Debit,Shopping,fake_checking_account,2024-11,2024
2024-12-01,Rent Payment – Property Mgmt,-2417.14,Debit,Housing,fake_checking_account,2024-12,2024
2024-12-05,Citibank Card Payment,-48.43,Debit,Credit Card Payment,fake_checking_account,2024-12,2024
2024-12-06,ACH Credit ACME CORP – PAYROLL,3602.36,Credit,Payroll,fake_checking_account,2024-12,2024
2024-12-08,Comcast Internet Service,-89.39,Debit,Utilities,fake_checking_account,2024-12,2024
2024-12-12,ACH Debit Netflix Subscription,-15.99,Debit,Entertainment,fake_checking_account,2024-12,2024
2024-12-13,AT&T Wireless Payment,-109.77,Debit,Utilities,fake_checking_account,2024-12,2024
2024-12-17,ACH Debit Spotify,-10.99,Debit,Entertainment,fake_checking_account,2024-12,2024
2024-12-19,Apple iCloud Storage,-2.99,Debit,Utilities,fake_checking_account,2024-12,2024
2024-12-20,ACH Credit ACME CORP – PAYROLL,3413.53,Credit,Payroll,fake_checking_account,2024-12,2024
2024-12-20,Citibank Card Payment,-5.43,Debit,Credit Card Payment,fake_checking_account,2024-12,2024
2024-12-21,Chase Sapphire Payment,-166.28,Debit,Credit Card Payment,fake_checking_account,2024-12,2024
2024-12-23,Electric Company Bill,-131.44,Debit,Utilities,fake_checking_account,2024-12,2024
2025-01-01,Rent Payment – Property Mgmt,-2412.75,Debit,Housing,fake_checking_account,2025-01,2025
2025-01-03,ACH Credit ACME CORP – PAYROLL,3212.34,Credit,Payroll,fake_checking_account,2025-01,2025
2025-01-05,Citibank Card Payment,-221.03,Debit,Credit Card Payment,fake_checking_account,2025-01,2025
2025-01-08,Comcast Internet Service,-89.22,Debit,Utilities,fake_checking_account,2025-01,2025
2025-01-12,ACH Debit Netflix Subscription,-15.99,Debit,Entertainment,fake_checking_account,2025-01,2025
2025-01-13,AT&T Wireless Payment,-92.32,Debit,Utilities,fake_checking_account,2025-01,2025
2025-01-17,ACH Credit ACME CORP – PAYROLL,3121.68,Credit,Payroll,fake_checking_account,2025-01,2025
2025-01-17,ACH Debit Spotify,-10.99,Debit,Entertainment,fake_checking_account,2025-01,2025
2025-01-19,Apple iCloud Storage,-2.99,Debit,Utilities,fake_checking_account,2025-01,2025
2025-01-21,Chase Sapphire Payment,-1571.88,Debit,Credit Card Payment,fake_checking_account,2025-01,2025
2025-01-23,Electric Company Bill,-105.76,Debit,Utilities,fake_checking_account,2025-01,2025
2025-01-24,Citibank Card Payment,-54.67,Debit,Credit Card Payment,fake_checking_account,2025-01,2025
2025-01-31,ACH Credit ACME CORP – PAYROLL,3418.39,Credit,Payroll,fake_checking_account,2025-01,2025
2025-02-01,Rent Payment – Property Mgmt,-2196.21,Debit,Housing,fake_checking_account,2025-02,2025
2025-02-06,Citibank Card Payment,-110.75,Debit,Credit Card Payment,fake_checking_account,2025-02,2025
2025-02-08,Comcast Internet Service,-72.16,Debit,Utilities,fake_checking_account,2025-02,2025
2025-02-12,ACH Debit Netflix Subscription,-15.99,Debit,Entertainment,fake_checking_account,2025-02,2025
2025-02-13,AT&T Wireless Payment,-104.09,Debit,Utilities,fake_checking_account,2025-02,2025
2025-02-14,ACH Credit ACME CORP – PAYROLL,3221.65,Credit,Payroll,fake_checking_account,2025-02,2025
2025-02-17,ACH Debit Spotify,-10.99,Debit,Entertainment,fake_checking_account,2025-02,2025
2025-02-19,Apple iCloud Storage,-2.99,Debit,Utilities,fake_checking_account,2025-02,2025
2025-02-20,Citibank Card Payment,-92.9,Debit,Credit Card Payment,fake_checking_account,2025-02,2025
2025-02-21,Chase Sapphire Payment,-708.71,Debit,Credit Card Payment,fake_checking_account,2025-02,2025
2025-02-23,Electric Company Bill,-174.46,Debit,Utilities,fake_checking_account,2025-02,2025
2025-02-28,ACH Credit ACME CORP – PAYROLL,3342.83,Credit,Payroll,fake_checking_account,2025-02,2025
2025-03-01,Rent Payment – Property Mgmt,-2458.13,Debit,Housing,fake_checking_account,2025-03,2025
2025-03-08,Citibank Card Payment,-79.09,Debit,Credit Card Payment,fake_checking_account,2025-03,2025
2025-03-08,Comcast Internet Service,-80.91,Debit,Utilities,fake_checking_account,2025-03,2025
2025-03-11,Citibank Card Payment,-51.24,Debit,Credit Card Payment,fake_checking_account,2025-03,2025
2025-03-12,ACH Debit Netflix Subscription,-15.99,Debit,Entertainment,fake_checking_account,2025-03,2025
2025-03-13,AT&T Wireless Payment,-112.65,Debit,Utilities,fake_checking_account,2025-03,2025
2025-03-14,ACH Credit ACME CORP – PAYROLL,3397.51,Credit,Payroll,fake_checking_account,2025-03,2025
2025-03-17,ACH Debit Spotify,-10.99,Debit,Entertainment,fake_checking_account,2025-03,2025
2025-03-19,Apple iCloud Storage,-2.99,Debit,Utilities,fake_checking_account,2025-03,2025
2025-03-21,Chase Sapphire Payment,-887.83,Debit,Credit Card Payment,fake_checking_account,2025-03,2025
2025-03-22,Citibank Card Payment,-116.06,Debit,Credit Card Payment,fake_checking_account,2025-03,2025
2025-03-23,Electric Company Bill,-165.41,Debit,Utilities,fake_checking_account,2025-03,2025
2025-03-28,ACH Credit ACME CORP – PAYROLL,3517.01,Credit,Payroll,fake_checking_account,2025-03,2025
2025-04-01,Rent Payment – Property Mgmt,-2384.84,Debit,Housing,fake_checking_account,2025-04,2025
2025-04-07,Citibank Card Payment,-118.99,Debit,Credit Card Payment,fake_checking_account,2025-04,2025
2025-04-08,Comcast Internet Service,-73.23,Debit,Utilities,fake_checking_account,2025-04,2025
2025-04-11,ACH Credit ACME CORP – PAYROLL,3385.25,Credit,Payroll,fake_checking_account,2025-04,2025
2025-04-12,ACH Debit Netflix Subscription,-15.99,Debit,Entertainment,fake_checking_account,2025-04,2025
2025-04-13,AT&T Wireless Payment,-92.2,Debit,Utilities,fake_checking_account,2025-04,2025
2025-04-17,ACH Debit Spotify,-10.99,Debit,Entertainment,fake_checking_account,2025-04,2025
2025-04-19,Apple iCloud Storage,-2.99,Debit,Utilities,fake_checking_account,2025-04,2025
2025-04-21,Chase Sapphire Payment,-485.45,Debit,Credit Card Payment,fake_checking_account,2025-04,2025
2025-04-23,Electric Company Bill,-137.83,Debit,Utilities,fake_checking_account,2025-04,2025
2025-04-24,Citibank Card Payment,-109.94,Debit,Credit Card Payment,fake_checking_account,2025-04,2025
2025-04-25,ACH Credit ACME CORP – PAYROLL,3215.01,Credit,Payroll,fake_checking_account,2025-04,2025
2025-05-01,Rent Payment – Property Mgmt,-2304.21,Debit,Housing,fake_checking_account,2025-05,2025
2025-05-02,CVS Pharmacy,-29.13,Debit,Health,fake_checking_account,2025-05,2025
2025-05-08,Citibank Card Payment,-164.59,Debit,Credit Card Payment,fake_checking_account,2025-05,2025
2025-05-08,Comcast Internet Service,-77.24,Debit,Utilities,fake_checking_account,2025-05,2025
2025-05-09,ACH Credit ACME CORP – PAYROLL,3180.63,Credit,Payroll,fake_checking_account,2025-05,2025
2025-05-09,Starbucks Store,-7.86,Debit,Food & Drink,fake_checking_account,2025-05,2025
2025-05-12,ACH Debit Netflix Subscription,-15.99,Debit,Entertainment,fake_checking_account,2025-05,2025
2025-05-13,AT&T Wireless Payment,-92.75,Debit,Utilities,fake_checking_account,2025-05,2025
2025-05-17,ACH Debit Spotify,-10.99,Debit,Entertainment,fake_checking_account,2025-05,2025
2025-05-19,Apple iCloud Storage,-2.99,Debit,Utilities,fake_checking_account,2025-05,2025
2025-05-21,Chase Sapphire Payment,-531.47,Debit,Credit Card Payment,fake_checking_account,2025-05,2025
2025-05-23,ACH Credit ACME CORP – PAYROLL,3557.43,Credit,Payroll,fake_checking_account,2025-05,2025
2025-05-23,Electric Company Bill,-146.7,Debit,Utilities,fake_checking_account,2025-05,2025
2025-05-24,Citibank Card Payment,-162.74,Debit,Credit Card Payment,fake_checking_account,2025-05,2025
2025-06-01,Rent Payment – Property Mgmt,-2384.16,Debit,Housing,fake_checking_account,2025-06,2025
2025-06-06,ACH Credit ACME CORP – PAYROLL,3285.25,Credit,Payroll,fake_checking_account,2025-06,2025
2025-06-07,Citibank Card Payment,-29.25,Debit,Credit Card Payment,fake_checking_account,2025-06,2025
2025-06-08,Comcast Internet Service,-73.28,Debit,Utilities,fake_checking_account,2025-06,2025
2025-06-12,ACH Debit Netflix Subscription,-15.99,Debit,Entertainment,fake_checking_account,2025-06,2025
2025-06-13,AT&T Wireless Payment,-99.07,Debit,Utilities,fake_checking_account,2025-06,2025
2025-06-17,ACH Debit Spotify,-10.99,Debit,Entertainment,fake_checking_account,2025-06,2025
2025-06-19,Apple iCloud Storage,-2.99,Debit,Utilities,fake_checking_account,2025-06,2025
2025-06-20,ACH Credit ACME CORP – PAYROLL,3253.05,Credit,Payroll,fake_checking_account,2025-06,2025
2025-06-21,Chase Sapphire Payment,-1248.56,Debit,Credit Card Payment,fake_checking_account,2025-06,2025
2025-06-23,Citibank Card Payment,-180.14,Debit,Credit Card Payment,fake_checking_account,2025-06,2025
2025-06-23,Electric Company Bill,-162.05,Debit,Utilities,fake_checking_account,2025-06,2025
2025-07-01,Rent Payment – Property Mgmt,-2365.56,Debit,Housing,fake_checking_account,2025-07,2025
2025-07-04,ACH Credit ACME CORP – PAYROLL,3315.54,Credit,Payroll,fake_checking_account,2025-07,2025
2025-07-08,Comcast Internet Service,-83.78,Debit,Utilities,fake_checking_account,2025-07,2025
2025-07-09,Citibank Card Payment,-159.39,Debit,Credit Card Payment,fake_checking_account,2025-07,2025
2025-07-12,ACH Debit Netflix Subscription,-15.99,Debit,Entertainment,fake_checking_account,2025-07,2025
2025-07-13,AT&T Wireless Payment,-93.32,Debit,Utilities,fake_checking_account,2025-07,2025
2025-07-17,ACH Debit Spotify,-10.99,Debit,Entertainment,fake_checking_account,2025-07,2025
2025-07-18,ACH Credit ACME CORP – PAYROLL,3253.59,Credit,Payroll,fake_checking_account,2025-07,2025
2025-07-18,Target Store,-104.04,Debit,Shopping,fake_checking_account,2025-07,2025
2025-07-19,Apple iCloud Storage,-2.99,Debit,Utilities,fake_checking_account,2025-07,2025
2025-07-21,Chase Sapphire Payment,-704.42,Debit,Credit Card Payment,fake_checking_account,2025-07,2025
2025-07-21,Citibank Card Payment,-83.79,Debit,Credit Card Payment,fake_checking_account,2025-07,2025
2025-07-22,Citibank Card Payment,-74.04,Debit,Credit Card Payment,fake_checking_account,2025-07,2025
2025-07-23,Electric Company Bill,-129.71,Debit,Utilities,fake_checking_account,2025-07,2025
2025-07-26,DoorDash,-46.77,Debit,Food & Drink,fake_checking_account,2025-07,2025
2025-08-01,ACH Credit ACME CORP – PAYROLL,3083.26,Credit,Payroll,fake_checking_account,2025-08,2025
2025-08-01,Rent Payment – Property Mgmt,-2232.07,Debit,Housing,fake_checking_account,2025-08,2025
2025-08-04,Whole Foods Market,-98.55,Debit,Groceries,fake_checking_account,2025-08,2025
2025-08-07,Citibank Card Payment,-43.21,Debit,Credit Card Payment,fake_checking_account,2025-08,2025
2025-08-08,Comcast Internet Service,-82.31,Debit,Utilities,fake_checking_account,2025-08,2025
2025-08-12,ACH Debit Netflix Subscription,-15.99,Debit,Entertainment,fake_checking_account,2025-08,2025
2025-08-13,AT&T Wireless Payment,-105.6,Debit,Utilities,fake_checking_account,2025-08,2025
2025-08-15,ACH Credit ACME CORP – PAYROLL,3220.77,Credit,Payroll,fake_checking_account,2025-08,2025
2025-08-17,ACH Debit Spotify,-10.99,Debit,Entertainment,fake_checking_account,2025-08,2025
2025-08-19,Apple iCloud Storage,-2.99,Debit,Utilities,fake_checking_account,2025-08,2025
2025-08-21,Chase Sapphire Payment,-1402.7,Debit,Credit Card Payment,fake_checking_account,2025-08,2025
2025-08-22,Citibank Card Payment,-103.27,Debit,Credit Card Payment,fake_checking_account,2025-08,2025
2025-08-23,Electric Company Bill,-160.38,Debit,Utilities,fake_checking_account,2025-08,2025
